4.00-1-1,1422890040000001001000
4.00-1-1./A,1422890040000001001000A
4.00-1-10,1422890040000001010000
4.00-1-11,1422890040000001011000
4.00-1-12,1422890040000001012000
4.00-1-13,1422890040000001013000
4.00-1-14,1422890040000001014000
4.00-1-15,1422890040000001015000
4.00-1-16,1422890040000001016000
4.00-1-17,1422890040000001017000
4.00-1-19,1422890040000001019000
4.00-1-2,1422890040000001002000
4.00-1-20,1422890040000001020000
4.00-1-21,1422890040000001021000
4.00-1-22,1422890040000001022000
4.00-1-23,1422890040000001023000
4.00-1-24.1,1422890040000001024100
4.00-1-24.2,1422890040000001024200
4.00-1-25.1,1422890040000001025100
4.00-1-25.2,1422890040000001025200
4.00-1-28,1422890040000001028000
4.00-1-3.1,1422890040000001003100
4.00-1-5.1,1422890040000001005100
4.00-1-5.211,1422890040000001005211
4.00-1-5.22,1422890040000001005220
4.00-1-6,1422890040000001006000
4.00-1-7,1422890040000001007000
4.00-1-8,1422890040000001008000
4.00-1-9.11,1422890040000001009110
4.00-1-9.12,1422890040000001009120
4.00-2-1,1422890040000002001000
4.00-2-10.11,1422890040000002010110
4.00-2-11,1422890040000002011000
4.00-2-12,1422890040000002012000
4.00-2-13,1422890040000002013000
4.00-2-14,1422890040000002014000
4.00-2-15,1422890040000002015000
4.00-2-16,1422890040000002016000
4.00-2-17,1422890040000002017000
4.00-2-18,1422890040000002018000
4.00-2-19,1422890040000002019000
4.00-2-2,1422890040000002002000
4.00-2-20,1422890040000002020000
4.00-2-21,1422890040000002021000
4.00-2-22.1,1422890040000002022100
4.00-2-24.1,1422890040000002024100
4.00-2-24.2,1422890040000002024200
4.00-2-25,1422890040000002025000
4.00-2-26.1,1422890040000002026100
4.00-2-26.2,1422890040000002026200
4.00-2-27,1422890040000002027000
4.00-2-28,1422890040000002028000
4.00-2-29.1,1422890040000002029100
4.00-2-29.2,1422890040000002029200
4.00-2-3,1422890040000002003000
4.00-2-30.1,1422890040000002030100
4.00-2-30.2,1422890040000002030200
4.00-2-31,1422890040000002031000
4.00-2-32,1422890040000002032000
4.00-2-33,1422890040000002033000
4.00-2-34,1422890040000002034000
4.00-2-35,1422890040000002035000
4.00-2-36,1422890040000002036000
4.00-2-37.1,1422890040000002037100
4.00-2-37.2,1422890040000002037200
4.00-2-38.1,1422890040000002038100
4.00-2-39.1,1422890040000002039100
4.00-2-4,1422890040000002004000
4.00-2-40,1422890040000002040000
4.00-2-41,1422890040000002041000
4.00-2-42,1422890040000002042000
4.00-2-43,1422890040000002043000
4.00-2-44,1422890040000002044000
4.00-2-45,1422890040000002045000
4.00-2-46,1422890040000002046000
4.00-2-47,1422890040000002047000
4.00-2-48,1422890040000002048000
4.00-2-49.112,1422890040000002049112
4.00-2-49.12,1422890040000002049120
4.00-2-49.2,1422890040000002049200
4.00-2-5,1422890040000002005000
4.00-2-50.111,1422890040000002050111
