"Reporting Starts","Reporting Ends","Ad Name",Delivery,Results,"Result Type",Reach,"Cost per Result (USD)","Amount Spent (USD)","Relevance Score"
2016-06-27,2016-11-15,"Buffalo First Realty Group - Lead Generation - Image 2",not_delivering,35,actions:leadgen.other,4600,2.8162857142857,98.57,6
